label,n,d,T,j,true,est,bias,q0,q1,bstd,covered,time
ours,50,3,100,1,-0.23356226258226978,-0.24996084982863648,-0.016398587246366697,-0.3154498538262652,-0.19481320630399362,0.03132198712981065,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2238662145393363,0.009696048042933475,-0.28864203655391324,-0.17551649156676408,0.030575829898715157,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2484789081526988,-0.014916645570429016,-0.30565393427345283,-0.18508785858643279,0.03132040451908869,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20001489917500037,0.03354736340726941,-0.23491797812400536,-0.17226560524236942,0.016758946732060354,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2632357334125507,-0.029673470830280907,-0.31893865362200724,-0.21227145545305545,0.026388479735488753,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21872283323342367,0.014839429348846106,-0.266640954935101,-0.17558618244779306,0.024351142635858,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2740300898941166,-0.04046782731184681,-0.3556054261131859,-0.2175443360235561,0.0319610720308272,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20963774449896816,0.02392451808330162,-0.27211804340703855,-0.16041542586924784,0.030758361076366918,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2652286181599644,-0.03166635557769462,-0.33726798491082294,-0.21465323487684795,0.028125039211484282,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20770423006409006,0.025858032518179724,-0.2665923794408837,-0.15511543198231664,0.031579052730749554,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26759180861686666,-0.034029546034596875,-0.3244147077819119,-0.21352241325267687,0.028057061035774235,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18482400704443527,0.04873825553783451,-0.2220289322388769,-0.1475616129456943,0.021032791589892103,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22963057694129466,0.003931685640975124,-0.2859823559391666,-0.173459870309576,0.029447158432335085,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21376267660621978,0.01979958597605,-0.2721001270400116,-0.16058760582200918,0.02826164578774765,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20566519798577657,0.027897064596493215,-0.2658660104671763,-0.15348338379179738,0.027063749600084328,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19168299203147218,0.0418792705507976,-0.23407528737478014,-0.14789234715331487,0.02402668800777609,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2576864030232669,-0.024124140440997116,-0.3138557346593058,-0.19524986970973088,0.02917174262198364,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1594431207321512,0.07411914185011859,-0.21196136623870407,-0.11450727115883115,0.025849596744105384,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.28654083126423435,-0.05297856868196457,-0.33881383931321485,-0.22915648455347726,0.03069903303395458,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22963324095617244,0.003929021626097345,-0.29898396660338256,-0.1680675323594948,0.031921215029319,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22034525131555663,0.013217011266713152,-0.27402839515114924,-0.16380614305591815,0.028240227471287398,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2776033097766373,-0.044041047194367494,-0.33432643929535044,-0.2320872533515041,0.028780237615905934,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2588463193697298,-0.025284056787460013,-0.3086641435785167,-0.2071487052095312,0.02526042147930669,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1960262729408881,0.03753598964138169,-0.22489472718090248,-0.15607579778299507,0.01879605975476233,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24487751529624227,-0.01131525271397249,-0.3116592089921958,-0.18595271919463532,0.034067815772000326,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2395316703324116,-0.00596940775014182,-0.27506875712874457,-0.19948218235517304,0.021310416641376187,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2647996663972363,-0.031237403814966508,-0.305474062468041,-0.22345826425754783,0.020355555454673442,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21137842363499554,0.022183838947274243,-0.26848231146010754,-0.16381258072229007,0.02992406077297723,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24356923292222607,-0.01000697033995629,-0.2983933353794018,-0.19567285224449646,0.025020502298308406,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2539993483173955,-0.020437085735125732,-0.3031986446368579,-0.19507815211182783,0.03248813999160124,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20988856776949236,0.023673694812777424,-0.25636791213861276,-0.15493311551008238,0.029721566274136718,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18052073666489035,0.05304152591737943,-0.22770144890595437,-0.12386856954332055,0.028197796475746304,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.16882967703963714,0.06473258554263264,-0.21908260044545672,-0.12200130098952602,0.02431216425538685,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19575450964050856,0.037807752941761225,-0.23756841280978758,-0.1522259295574201,0.023030316736039707,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2128075180088676,0.02075474457340218,-0.25714855964906663,-0.16874227809695172,0.023528427579708303,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2896024582620001,-0.056040195679730315,-0.3448855602256423,-0.24115994331178417,0.029897672872350338,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.27365073446451255,-0.040088471882242765,-0.3326809547028027,-0.22242852294918133,0.028724040789655982,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23461117539495538,-0.0010489128126855984,-0.2776922687003887,-0.18451195278428542,0.025704419974018674,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1894093828476469,0.04415287973462287,-0.2473921297101801,-0.1341261196976173,0.029760052406979737,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22707503274957136,0.006487229832698421,-0.28008255295326673,-0.17482086568673358,0.02847275956368956,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2363358069883415,-0.0027735444060717207,-0.2825341268298839,-0.18511116443134532,0.025260478147595782,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2831301408547168,-0.04956787827244705,-0.3411393601339705,-0.23347791087231168,0.029553036803101673,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21784719214045695,0.015715070441812834,-0.27204087023085866,-0.16934181329647163,0.026928623855902556,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2414813574987266,-0.007919094916456815,-0.3064200567702262,-0.18479772522888163,0.031126209701064993,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21948808090344538,0.014074181678824405,-0.27776736337345753,-0.1684788877013024,0.029286415806716874,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24108871100309026,-0.007526448420820481,-0.3141971856100757,-0.18938327056350712,0.028239277268273483,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22061298206725255,0.01294928051501723,-0.26798127850852443,-0.14739039756959857,0.03129562481840504,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24724643805728092,-0.013684175475011134,-0.31182371846212464,-0.18383102455632286,0.03631889928876978,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2763604725628706,-0.042798209980600826,-0.34632750095709913,-0.21489212313439687,0.031870686764470614,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1757385578516069,0.05782370473066287,-0.23377759455591307,-0.12145388119504788,0.028148840134225007,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1991849046530877,0.03437735792918209,-0.25945105502112975,-0.16074953661533647,0.02573608414016803,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18182521445854744,0.051737048123722346,-0.2275478222394579,-0.13195999899128255,0.02462073408521274,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20156612687810882,0.03199613570416096,-0.2474518681756776,-0.15983125488333083,0.023964754603216336,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21786508842937935,0.01569717415289043,-0.2748423167285586,-0.15293056643222344,0.03267856520874771,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2198992768516218,0.013662985730647975,-0.26947342292349585,-0.1722440881126181,0.02622957890291513,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26541752091997517,-0.03185525833770539,-0.31708154728753807,-0.2112272976035048,0.03092544660843025,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23846382098404628,-0.004901558401776501,-0.29290882529548606,-0.17716091804977627,0.03199294409865712,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21495404711787827,0.01860821546439151,-0.2609442405486182,-0.1735107084827816,0.02354405737655915,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.28353267191022735,-0.04997040932795757,-0.3515582365100736,-0.2220953036470572,0.0337432063705555,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24270038660941867,-0.009138124027148892,-0.2997675299651348,-0.18413539293898817,0.030385883292407122,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1716451854121443,0.061917077170125484,-0.2124413855171067,-0.12066449906779084,0.02368236772955668,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.227359514306611,0.0062027482756587815,-0.2940495280928681,-0.17403515421996468,0.032442475944471236,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19789753462366197,0.03566472795860781,-0.24778069146793108,-0.1509063039337352,0.027688241494453723,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22975671330147693,0.0038055492807928526,-0.28545906837961116,-0.19107478618124082,0.024131199971512925,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22640324103593787,0.007159021546331912,-0.2725193521720611,-0.17175876084561897,0.02894309554578073,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.14807684698022738,0.0854854156020424,-0.18858221602050856,-0.10202049330927404,0.024657566209989212,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21016365691646582,0.023398605665803957,-0.2650522432852437,-0.1682796504665023,0.025404116627896385,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2300202598444373,0.003542002737832478,-0.2879292601284405,-0.1738216059026142,0.032741841860343186,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.27170279640655515,-0.038140533824285366,-0.3164521709686681,-0.22136376400520272,0.0243905975671943,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21727532900903046,0.01628693357323932,-0.25773548053174833,-0.172710850126549,0.021464820523882214,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2524258889001626,-0.018863626317892818,-0.3226379216119634,-0.18141268754871723,0.03330938830101555,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22138550080979566,0.01217676177247412,-0.270814583967835,-0.17758333355644285,0.026578297033960974,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2362953268712245,-0.0027330642889547285,-0.2803077085496212,-0.18971323361996373,0.024610428505384103,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2585398188090379,-0.024977556226768144,-0.32708332152466396,-0.20255589151284178,0.03153209310287014,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22810415244164384,0.005458110140625944,-0.28856000213258554,-0.16758182775414968,0.029755820806842304,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26355321240382257,-0.029990949821552787,-0.3134851260782988,-0.20760594631144416,0.02807623815532398,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20242575565576332,0.031136506926506463,-0.244721426345041,-0.15244751754528293,0.024896605601433964,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2980719467944917,-0.06450968421222195,-0.3635688158614352,-0.23914040981172532,0.03744112498219848,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23974719830136873,-0.00618493571909895,-0.31384570589200933,-0.1810320824473097,0.032984829831293805,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.25438271452486183,-0.02082045194259205,-0.3103867995194742,-0.20604477392548945,0.026884337399746945,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.29088316238405765,-0.05732089980178787,-0.35561500286797826,-0.24544668079267776,0.03002351508446399,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26501830658732667,-0.03145604400505689,-0.336040514047454,-0.21328781434225613,0.03244561837234995,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23688607719644275,-0.0033238146141729707,-0.27896481003890095,-0.18448349054620153,0.02263128040920312,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2239452099582083,0.009617052624061484,-0.2866131205636732,-0.16745577889582808,0.0322847920178301,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2522420187574111,-0.01867975617514131,-0.30448485723407953,-0.1966736404619188,0.03013480491867356,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21038762138178668,0.023174641200483098,-0.27218247338698637,-0.1620566375741963,0.029363193728086448,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21077246543239497,0.022789797149874808,-0.27712590106429913,-0.15572820981023863,0.03078887928554961,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19598188927139046,0.03758037331087932,-0.24100393567533446,-0.15728640642557107,0.022482726320259164,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26312125038893164,-0.029558987806661857,-0.3368847867061913,-0.1996687964798901,0.03776421331086942,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.25414390930624897,-0.02058164672397919,-0.3064465279497439,-0.19204360262700254,0.03157154713962563,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22677466529715118,0.006787597285118602,-0.2817216214992948,-0.17700107929433484,0.027394658010304485,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2127531914608189,0.02080907112145089,-0.2804718989670243,-0.15822232149604087,0.032115812651635,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19596776537080918,0.037594497211460604,-0.23781703987776986,-0.14917975520566373,0.0246295426247542,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.25318618237215185,-0.019623919789882066,-0.31731386428496855,-0.19528186909967493,0.033915755789966445,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18948960424226274,0.04407265834000704,-0.2556183352092672,-0.13801643409115702,0.031214293666799436,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21890673971661634,0.014655522865653442,-0.258853331217218,-0.1751054190328925,0.021720359269676092,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2566688653364959,-0.02310660275422613,-0.33380413235260414,-0.18869135457826583,0.0341902545413258,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1734199414300126,0.06014232115225718,-0.21385226377095345,-0.13887366315906075,0.01891737545774537,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20899063806161616,0.024571624520653618,-0.27186938798287436,-0.1569765913887214,0.027683675757766247,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2500629460697068,-0.016500683487437023,-0.3180356999273912,-0.19568750713777475,0.03381077405746328,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2575581302660301,-0.023995867683760302,-0.30834942298954,-0.20442538659438167,0.025719458274092243,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.28252863606801315,-0.04896637348574337,-0.34695042925336755,-0.22073326765010892,0.03352537314760976,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24925112588678505,-0.01568886330451527,-0.29565788764118534,-0.19326794456812446,0.027703464008461184,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21871373886820766,0.014848523714062117,-0.26536221964485557,-0.17435539868051708,0.025623005940813216,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24465688134616576,-0.011094618763895975,-0.2975987823865578,-0.2026395335961569,0.028546092511586765,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21669403137679452,0.01686823120547526,-0.25321207680989277,-0.17237935525986833,0.022395054734008973,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2317602775571952,0.0018019850250745872,-0.30202553880242783,-0.17643744653734103,0.03005892371933622,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.256291297355907,-0.02272903477363722,-0.3076514143961857,-0.19399283173763646,0.02983896823218586,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19660191913361713,0.03696034344865265,-0.23888771436512912,-0.15785878900878925,0.022424936467761895,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24752253577933292,-0.013960273197063139,-0.2894172714739391,-0.18422014637682818,0.02676033238101716,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22345563904988328,0.010106623532386505,-0.2781510452998294,-0.17500878862380292,0.028525476512292113,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.285733956018919,-0.05217169343664921,-0.3450219107605698,-0.21605060426368758,0.030871516269423173,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2771509306359478,-0.04358866805367803,-0.3558451558569034,-0.21699052067680738,0.037069709099600806,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2887280429658096,-0.055165780383539836,-0.34341738197425065,-0.24235301895375647,0.026553474895854294,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21363719580870638,0.0199250667735634,-0.26758540431128935,-0.16179909595563247,0.029052142900124575,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22378152074936075,0.009780741832909029,-0.28578365109427384,-0.1693124876881065,0.028092564045868827,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2215309401873677,0.012031322394902094,-0.2652716459784742,-0.1799083920424167,0.024802270375908642,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21285860150102914,0.020703661081240637,-0.2554416910739448,-0.17044976220749578,0.02144518308204684,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2445956063299103,-0.011033343747640506,-0.29112310105402694,-0.2008891698595257,0.02384083993920475,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24837277660126045,-0.014810514018990667,-0.3319228983535317,-0.18386222860968376,0.03842882805501499,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2452542570700997,-0.011691994487829926,-0.30115528623809185,-0.1978121609793295,0.026893598504929027,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18431442366298686,0.049247838919282916,-0.22637855746413266,-0.1572991754716095,0.018633475510939038,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23430558721020087,-0.0007433246279310857,-0.2829898908540831,-0.18037197915892658,0.028041182675623846,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2417541003506594,-0.00819183776838961,-0.28925706195733375,-0.18946124526409583,0.028257795803360155,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.22196685130137958,0.0115954112808902,-0.28586893174539035,-0.16022153111511442,0.03174707096489412,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20152595682657276,0.03203630575569702,-0.25943889932657244,-0.1479734315426225,0.02952940617949311,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26539394959782714,-0.03183168701555736,-0.33591487173422957,-0.20594589877198574,0.03400103040558344,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2530426854516714,-0.01948042286940163,-0.3140026033565115,-0.20838471992392185,0.028000779628475303,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20001420346777019,0.033548059114499595,-0.2639301769478395,-0.14860742055970666,0.028967793942734812,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24242859079410503,-0.00886632821183525,-0.29831028937298376,-0.18848364459425404,0.030521840294773582,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23945948573322304,-0.005897223150953257,-0.2923848749677177,-0.19115502466066095,0.026856172039268395,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2558141630923163,-0.022251900510046524,-0.308944603861317,-0.20814180054389633,0.03084265965455305,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2775947216821272,-0.044032459099857396,-0.3234548504608804,-0.22484926107459882,0.027033461384478732,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26476136495678826,-0.031199102374518478,-0.3443704596681079,-0.20471333856404866,0.03559174547758432,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1847711172684521,0.048791145313817674,-0.23865937487750055,-0.1376880333126741,0.025788102797076044,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18807070492794617,0.04549155765432361,-0.24585680934023788,-0.13412332489715056,0.02575797809090375,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.279578865317069,-0.04601660273479921,-0.34350533634036845,-0.22155446139423507,0.030289088652741786,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2477256289266192,-0.01416336634434942,-0.30484282112879074,-0.20492616107670872,0.024309335658068715,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2633491546566974,-0.029786892074427612,-0.32563500741392204,-0.20715844795066063,0.031014631075448315,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2457613138439254,-0.01219905126165563,-0.3097646542347914,-0.18700586130794813,0.03303528490617517,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.24701258139094612,-0.013450318808676337,-0.33498578424283687,-0.18276252430318354,0.034780120590276783,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2295119616651612,0.00405030091710859,-0.2837759769779109,-0.18273079082701513,0.027209727834930843,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21854682623020177,0.015015436352068007,-0.2658666052569817,-0.17717438999751903,0.02396004711451606,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.28665194113748305,-0.053089678555213266,-0.34578646082530784,-0.22775348448660318,0.03271349348044877,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23483473673628735,-0.0012724741540175721,-0.301496040755403,-0.1876308331914755,0.029576628974745653,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.26042349003278287,-0.026861227450513087,-0.3067477638533662,-0.21244286881760507,0.026808215366632453,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.29071546529367526,-0.057153202711405476,-0.3425806789785279,-0.2389746374579709,0.02697072773723717,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19883028376965634,0.034731978812613445,-0.23478261209966045,-0.16247651100678748,0.019575864088654037,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.19839695486813644,0.03516530771413334,-0.2510704241078864,-0.15061346076794027,0.02718025681353104,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.1847603739605138,0.04880188862175597,-0.2260388900463267,-0.14720870155455046,0.02253715662787358,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20702337832249684,0.026538884259772938,-0.2554162874187387,-0.16412953319067664,0.02746538671810402,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2239073081817816,0.009654954400488192,-0.27275158631203866,-0.17468274633983863,0.025291140091176997,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.23804654994258406,-0.004484287360314282,-0.2931087387419589,-0.1771693642564167,0.029890014149053422,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20426948932438882,0.02929277325788096,-0.2532517487096349,-0.15140745091308394,0.02890596055431842,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.21762278601077867,0.015939476571491112,-0.2645344072604297,-0.17200460765840636,0.025495287286271987,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20131309547251863,0.03224916710975115,-0.2557856524408465,-0.16334107635443318,0.02417026567298835,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2137687504446534,0.019793512137616376,-0.2792564017710364,-0.16762486941760057,0.03073717572111983,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18894389727907557,0.04461836530319421,-0.23344666559460703,-0.14908006069835142,0.0240813333942245,False,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.20229815852866798,0.031264104053601804,-0.26122615521849923,-0.13176860423543238,0.034343042519510585,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.2213031851825465,0.01225907739972329,-0.3063238616040446,-0.1631014102884709,0.034598425466003085,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.237790088058574,-0.004227825476304209,-0.2854146329826091,-0.18532178662249588,0.026391561971660323,True,11988.486140012741
ours,50,3,100,1,-0.23356226258226978,-0.18067435022314707,0.05288791235912271,-0.23304946980536811,-0.13243478283945026,0.028118849982146983,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.08019368243342972,0.3137559450156995,0.04382072882393954,0.11737379561773637,0.019045792476463402,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.09126170202620645,0.32482396460847623,0.06641873975042402,0.12007877364872221,0.014306989372514078,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.06531183831235671,0.2988741008946265,0.036448102009513476,0.09376253187310368,0.014710663308141995,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.09316001440137531,0.3267222769836451,0.053288322239064906,0.1347631437007445,0.0211686177368063,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.09526473995668963,0.3288270025389594,0.05988307232601749,0.13326566270248907,0.01811899522483904,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.11563087532689612,0.3491931379091659,0.07224977140469539,0.15225564222759094,0.02279701734288847,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.1026705526601476,0.3362328152424174,0.06248812651260392,0.14329481747857184,0.021308444944754586,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.082348441890291,0.31591070447256075,0.046739072677144874,0.12279356369243018,0.021881484196252524,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.10488158442419165,0.33844384700646146,0.06926762707474347,0.14896827006031368,0.020220128811935942,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.08299095656566688,0.31655321914793666,0.05453562069446471,0.10954740594178457,0.01557297591951418,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.08131779252754687,0.31488005510981665,0.050942153144337546,0.11159644752579771,0.018067450293489908,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.08720794079049271,0.3207702033727625,0.053515883753068,0.13292200183999436,0.021772653120106636,False,11988.486140012741
conditional_independence,50,3,100,1,-0.23356226258226978,0.08017124868362238,0.31373351126589216,0.04843851179305289,0.11471885355865336,0.016893708911595213,False,11988.486140012741
