label,n,d,T,j,est,true,bias,q0,q1,bstd,covered,singleW,time
ours,100,3,10,1,-0.010291175402573977,-0.009265991121071189,-0.0010251842815027883,-0.07790535452165802,0.07550607353043308,0.04224321976227775,True,False,51753.86983704567
ours,100,3,10,1,0.0164703128857046,-0.009265991121071189,0.02573630400677579,-0.12019112807762794,0.14702246213766637,0.06644983354527116,True,False,51753.86983704567
ours,100,3,10,1,-0.07974664611767565,-0.009265991121071189,-0.07048065499660447,-0.17789784953259116,0.02541276220240388,0.05368369866691776,True,False,51753.86983704567
ours,100,3,10,1,0.05312375207169333,-0.009265991121071189,0.06238974319276452,-0.049649073278552065,0.15369233267675256,0.058006271997425626,True,False,51753.86983704567
ours,100,3,10,1,0.011255842560991483,-0.009265991121071189,0.020521833682062673,-0.08981119463124732,0.10952548936650038,0.0558585000799159,True,False,51753.86983704567
ours,100,3,10,1,0.06757549595371412,-0.009265991121071189,0.0768414870747853,-0.03758159334321222,0.1622064976513465,0.05297810659906743,True,False,51753.86983704567
ours,100,3,10,1,-0.0860717357583953,-0.009265991121071189,-0.07680574463732412,-0.19120182914389353,0.018503698000040515,0.051608389872459,True,False,51753.86983704567
ours,100,3,10,1,0.029389612356805834,-0.009265991121071189,0.038655603477877026,-0.06675655979851117,0.11314338829918374,0.04336945927527838,True,False,51753.86983704567
ours,100,3,10,1,-0.08356470943122796,-0.009265991121071189,-0.07429871831015677,-0.1884404709590834,0.03107605019359372,0.05780847639749607,True,False,51753.86983704567
ours,100,3,10,1,-0.013519808505990893,-0.009265991121071189,-0.004253817384919704,-0.171865293741459,0.14605370423938377,0.07757559258793834,True,False,51753.86983704567
ours,100,3,10,1,-0.06435977327478015,-0.009265991121071189,-0.05509378215370896,-0.19385882183466505,0.0702479481409139,0.07138658652532082,True,False,51753.86983704567
ours,100,3,10,1,-0.046446696008713206,-0.009265991121071189,-0.03718070488764202,-0.1638596824998407,0.03346505060386546,0.05478722350633563,True,False,51753.86983704567
ours,100,3,10,1,-0.056534239343205304,-0.009265991121071189,-0.047268248222134115,-0.19639853439467153,0.053299480138867546,0.06286764221507284,True,False,51753.86983704567
ours,100,3,10,1,-0.03612870473183644,-0.009265991121071189,-0.026862713610765254,-0.15627581537392285,0.0840899847975206,0.05958263944227737,True,False,51753.86983704567
ours,100,3,10,1,0.07401932841292069,-0.009265991121071189,0.08328531953399188,-0.056226796403111054,0.19918195823736262,0.0742582461332415,True,False,51753.86983704567
ours,100,3,10,1,-0.05229254491114037,-0.009265991121071189,-0.04302655379006918,-0.1681413409989386,0.04826026975607136,0.05259421624118265,True,False,51753.86983704567
ours,100,3,10,1,-0.019942950033466078,-0.009265991121071189,-0.010676958912394889,-0.1329401220973787,0.10512866224385695,0.06059604671763466,True,False,51753.86983704567
ours,100,3,10,1,-0.14021419142192562,-0.009265991121071189,-0.13094820030085444,-0.27655042654819395,0.007712008288782501,0.07101507648010065,True,False,51753.86983704567
ours,100,3,10,1,-0.007555014612039385,-0.009265991121071189,0.001710976509031804,-0.1050703422409427,0.08883543322352139,0.05078126808351514,True,False,51753.86983704567
ours,100,3,10,1,-0.0659978888804599,-0.009265991121071189,-0.056731897759388715,-0.15804614137949424,0.04970246895974368,0.05541867081743392,True,False,51753.86983704567
ours,100,3,10,1,0.009616314168858806,-0.009265991121071189,0.018882305289929995,-0.083466763015327,0.10785738099239321,0.05024502516910051,True,False,51753.86983704567
ours,100,3,10,1,-0.0006631897652103092,-0.009265991121071189,0.00860280135586088,-0.09055380467488612,0.08980953817500942,0.04981221303346235,True,False,51753.86983704567
ours,100,3,10,1,0.005913657528768834,-0.009265991121071189,0.015179648649840023,-0.09647034685673186,0.10629767679865693,0.05076807848993934,True,False,51753.86983704567
ours,100,3,10,1,0.053259624619136706,-0.009265991121071189,0.0625256157402079,-0.035186707218919214,0.15462680665566222,0.04842440481285162,True,False,51753.86983704567
ours,100,3,10,1,0.0020574989407105932,-0.009265991121071189,0.011323490061781783,-0.09476900894069458,0.09737816280649575,0.04892729705449528,True,False,51753.86983704567
ours,100,3,10,1,-0.0038186468906742017,-0.009265991121071189,0.005447344230396988,-0.09957356339820797,0.10919074917800221,0.05602789817040295,True,False,51753.86983704567
ours,100,3,10,1,-0.05575413663929102,-0.009265991121071189,-0.04648814551821983,-0.1448431775417488,0.06211398212249635,0.05862599430536543,True,False,51753.86983704567
ours,100,3,10,1,-0.016158853567903246,-0.009265991121071189,-0.006892862446832057,-0.13940124879390345,0.11049922018319674,0.0623462289596975,True,False,51753.86983704567
ours,100,3,10,1,-0.05131375733736079,-0.009265991121071189,-0.0420477662162896,-0.160294953946775,0.040633364405003626,0.048729789723593035,True,False,51753.86983704567
ours,100,3,10,1,0.011148537931393301,-0.009265991121071189,0.020414529052464492,-0.09877693470145588,0.10186249371753876,0.05386039403749099,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08069432180528757,-0.009265991121071189,-0.07142833068421639,-0.20424285910994072,0.033782240766958196,0.06077119298416771,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.012989878945355231,-0.009265991121071189,-0.0037238878242840424,-0.15011969938716185,0.11300192614462527,0.06563016079146576,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.04297493540899709,-0.009265991121071189,-0.0337089442879259,-0.17210912679503165,0.0686994560130447,0.063733797305858,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.04242733184312416,-0.009265991121071189,-0.03316134072205297,-0.16159713459435912,0.08920710106831072,0.0674136408490704,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0481390899410283,-0.009265991121071189,-0.03887309881995711,-0.15960389573868197,0.06800059978146629,0.061346205680673546,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05996577696066905,-0.009265991121071189,-0.05069978583959786,-0.1835445138315455,0.08445297748496204,0.06816109461678767,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08752279819490365,-0.009265991121071189,-0.07825680707383245,-0.20927717617773142,0.060186912432317954,0.07180343513719661,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05253323444181053,-0.009265991121071189,-0.04326724332073934,-0.17340234776173044,0.0868124321419718,0.07378925300345542,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03561587128204022,-0.009265991121071189,-0.02634988016096903,-0.1674772809634837,0.1387546614169677,0.07971914659729222,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08773131708747958,-0.009265991121071189,-0.0784653259664084,-0.18628079237160958,0.050451779621167744,0.06917896332275678,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.026376844426973956,-0.009265991121071189,0.03564283554804515,-0.09817066586657269,0.1476283551819827,0.06956341493184291,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.06364122187834775,-0.009265991121071189,-0.054375230757276564,-0.13580691963786024,0.04773798789500919,0.049707315876965905,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07145425499315655,-0.009265991121071189,-0.06218826387208536,-0.17050734866642694,0.08735943487351214,0.06436192589912093,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.177335278085551,-0.009265991121071189,-0.1680692869644798,-0.2905008578450278,-0.05382073753686693,0.06022150102633887,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.12215475051228968,-0.009265991121071189,-0.11288875939121848,-0.22835715280744845,-0.030076317169991883,0.053319030179422314,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.04608992798146838,-0.009265991121071189,-0.03682393686039719,-0.1481238813128573,0.02717443525338066,0.049307191510003776,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.090650709850408,-0.009265991121071189,-0.08138471872933681,-0.2110265960365518,-0.011826360426959306,0.05138421524640117,False,False,51753.86983704567
conditional_independence,100,3,10,1,0.001787223497190253,-0.009265991121071189,0.011053214618261442,-0.09645832411733818,0.10325337785514163,0.05344545081474954,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.06022696033371342,-0.009265991121071189,0.06949295145478461,-0.03429300157982953,0.1845822253105794,0.06112705484043077,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.01933530741823226,-0.009265991121071189,-0.010069316297161072,-0.15380687290467573,0.10174194528543729,0.0735774787353911,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.007253984929929691,-0.009265991121071189,0.01651997605100088,-0.08759946519241135,0.09327595908077252,0.05109931754971129,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03165159053264306,-0.009265991121071189,-0.022385599411571873,-0.12503597093188232,0.10581196787642899,0.06167397047526312,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.12213946196751002,-0.009265991121071189,-0.11287347084643884,-0.24707505312215935,0.011784374249105962,0.07268483190665267,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.030168616265805036,-0.009265991121071189,-0.020902625144733848,-0.13799526928059738,0.036037269782069795,0.04861906645731749,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07388122384617653,-0.009265991121071189,-0.06461523272510533,-0.2110039838041392,0.031484889607387524,0.06244425660766436,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.015889603240816015,-0.009265991121071189,0.025155594361887204,-0.09591595182651887,0.10606158755528566,0.06281033699504236,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.06511452501227186,-0.009265991121071189,0.07438051613334304,-0.021445760749747904,0.2184702869129351,0.06106760998824934,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.004381859354405495,-0.009265991121071189,0.013647850475476684,-0.1064930371526888,0.15310963893211016,0.06894803708310171,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.013311125415159358,-0.009265991121071189,0.022577116536230547,-0.132783432997677,0.09959653552318273,0.059101401483967295,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.033626761758638844,-0.009265991121071189,-0.024360770637567655,-0.17391355625575855,0.07329470698164935,0.05957946188322423,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.002593330806298999,-0.009265991121071189,0.00667266031477219,-0.133019299752217,0.11256085664129056,0.06848566902351146,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.03208406232831659,-0.009265991121071189,0.04135005344938778,-0.08967786398210956,0.1404958807438852,0.05841971558256773,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.060529314516156486,-0.009265991121071189,-0.0512633233950853,-0.15180582188122574,0.051483903579195224,0.0570078608407861,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.11049007916978462,-0.009265991121071189,-0.10122408804871344,-0.2520280576915153,0.021363175882531213,0.07161687084264905,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.07484883446758875,-0.009265991121071189,0.08411482558865993,-0.015635238608291163,0.20185959527063796,0.056493260784937785,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0783101976126772,-0.009265991121071189,-0.069044206491606,-0.22394626963033898,0.036056827773709485,0.06801353675861102,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.10949201323154956,-0.009265991121071189,-0.10022602211047837,-0.2787921410955355,0.05243628637286672,0.08462639755361732,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.005981393409723018,-0.009265991121071189,0.0032845977113481707,-0.09806233492956265,0.10428485723083435,0.05696599627775207,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07898111440974001,-0.009265991121071189,-0.06971512328866883,-0.2098925137656577,0.04571867532666552,0.07021749677684874,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.007802698090294674,-0.009265991121071189,0.017068689211365864,-0.11303947856388175,0.13871031605198628,0.06912791289722221,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05713325449831663,-0.009265991121071189,-0.04786726337724544,-0.1964449368148125,0.06036036921008148,0.06303660384779496,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0385386000543277,-0.009265991121071189,-0.029272608933256512,-0.16569707858746632,0.08771868348775876,0.07111687920211274,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.01791123617753477,-0.009265991121071189,-0.00864524505646358,-0.16538496378164153,0.12532303030084113,0.07353662822510333,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.006813772328127773,-0.009265991121071189,0.016079763449198963,-0.07799743782064929,0.1362084428225172,0.05920065513475315,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.012569939066887826,-0.009265991121071189,0.021835930187959013,-0.11876685211172289,0.16167915112476408,0.0722931840640337,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.008144668601954003,-0.009265991121071189,0.01741065972302519,-0.0952004974062353,0.16615740668110757,0.06873471533900735,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.025146390005038093,-0.009265991121071189,-0.015880398883966904,-0.15828212478383846,0.11332136037682902,0.07181069929509779,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.03815503179721874,-0.009265991121071189,0.04742102291828993,-0.050152340030979216,0.14859273122037883,0.053512049270040156,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05259877550346156,-0.009265991121071189,-0.04333278438239037,-0.17847826625068366,0.03887630511519787,0.059944337690195616,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.0003043596895178413,-0.009265991121071189,0.00957035081058903,-0.12257053090870239,0.12130602109243954,0.06201006240345416,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.050450825755728415,-0.009265991121071189,-0.041184834634657226,-0.17264549453977535,0.06191816842496803,0.06591647927510422,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.02056726522306942,-0.009265991121071189,0.029833256344140607,-0.07661199578386027,0.15056040508651256,0.06141827820304307,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.14403668476437173,-0.009265991121071189,-0.13477069364330055,-0.27414605041639395,-0.01084554127480761,0.06937322150794065,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07556309697412564,-0.009265991121071189,-0.06629710585305446,-0.22028148025980807,0.03252687959286145,0.06493835815407431,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.1164792061790191,-0.009265991121071189,-0.10721321505794792,-0.21292597356552018,-0.0157109743373341,0.05679818924257683,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.19820631038061276,-0.009265991121071189,-0.18894031925954158,-0.3789995196850079,-0.04390973308163619,0.08702415932631076,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.00931730971357098,-0.009265991121071189,-5.13185924997904e-05,-0.12125512527371506,0.08168474949894926,0.05817162672084089,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03890241587143847,-0.009265991121071189,-0.029636424750367284,-0.11663082176635807,0.09010467250468668,0.056744237576600944,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.09052013830036121,-0.009265991121071189,-0.08125414717929003,-0.21390581512038176,0.07233876624890019,0.07205878810702189,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03305490761099014,-0.009265991121071189,-0.023788916489918953,-0.1373194329347946,0.051111489862491234,0.05272561676428295,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.009671139998990434,-0.009265991121071189,-0.00040514887791924525,-0.15472199326669248,0.10140980262767552,0.06614851330797217,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.08070965026663215,-0.009265991121071189,0.08997564138770334,-0.010674120003875825,0.18007002010504372,0.05227274873692918,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.040664360906503806,-0.009265991121071189,-0.03139836978543262,-0.1790806871347482,0.06591322358392321,0.06425727240843314,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.014907455339568332,-0.009265991121071189,0.02417344646063952,-0.11617057748612585,0.12130994934264555,0.06265644618377199,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03828486274015943,-0.009265991121071189,-0.02901887161908824,-0.15557857583064943,0.0758690741888664,0.0636313670303812,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.07375467067307853,-0.009265991121071189,0.08302066179414971,-0.030483652851643835,0.20402484121720738,0.06024684998126732,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.14827141661153087,-0.009265991121071189,0.15753740773260205,0.0179204276417166,0.280675530035853,0.06845029842034564,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0708231928962478,-0.009265991121071189,-0.061557201775176616,-0.18870724841109845,0.05256658993626023,0.05990257159668451,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.059838319358846856,-0.009265991121071189,-0.05057232823777567,-0.19379690908448458,0.0500371801543736,0.05965933778428269,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.06762588545257482,-0.009265991121071189,-0.05835989433150363,-0.18188016052581418,0.07454672000397834,0.06358743742760399,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0849024434162516,-0.009265991121071189,-0.0756364522951804,-0.1959770311895309,0.03260969743524783,0.05979293442714963,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.015236947808306579,-0.009265991121071189,0.024502938929377768,-0.1237698870624494,0.15350780560508775,0.06598589593244007,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.0033012286974737045,-0.009265991121071189,0.012567219818544893,-0.07785154656236906,0.08452317954546533,0.0459620528346469,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.06484366436643076,-0.009265991121071189,-0.05557767324535957,-0.1539157132966234,0.04708723118569908,0.05382683427895195,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.11018775160092202,-0.009265991121071189,-0.10092176047985082,-0.25648957321508675,0.024226151967700886,0.07499296034361008,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05529816308841007,-0.009265991121071189,-0.04603217196733888,-0.16057638279684538,0.06073955612600598,0.057336223220037424,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.050269298911325554,-0.009265991121071189,0.05953529003239674,-0.05986977165633897,0.19515551453405136,0.06588006908319662,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.0278130247425984,-0.009265991121071189,0.03707901586366959,-0.10644258373742811,0.1556955385223884,0.06556510191479668,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.062324812977292275,-0.009265991121071189,0.07159080409836346,-0.09640557362557253,0.18930684587024346,0.07521808305122145,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03241655274162607,-0.009265991121071189,-0.02315056162055488,-0.15999847337035902,0.11537838639880268,0.07188509415425651,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.059154737869519705,-0.009265991121071189,0.0684207289905909,-0.07301137300027294,0.22642271381160667,0.0779993372246665,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.04595854548584891,-0.009265991121071189,0.0552245366069201,-0.05590578677790413,0.1581544180751742,0.05540184461192725,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.006596363770307712,-0.009265991121071189,0.0158623548913789,-0.14067223248635655,0.11460669029569678,0.06731243278023788,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.10842058665005938,-0.009265991121071189,-0.0991545955289882,-0.2514159297663035,-0.006361156097626518,0.06286357840457599,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.024174745695952887,-0.009265991121071189,0.03344073681702407,-0.09909313385445367,0.15079049230715755,0.06692826850954008,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03242541831569203,-0.009265991121071189,-0.023159427194620844,-0.14593657498117038,0.08132732337265138,0.05933586319632523,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.018482385849440865,-0.009265991121071189,0.027748376970512054,-0.14449322648291313,0.13743380251088932,0.06781686536124848,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0976780734969476,-0.009265991121071189,-0.08841208237587642,-0.21640276154599147,-0.0055153680993264755,0.054259909847846115,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.044123175116414386,-0.009265991121071189,-0.0348571839953432,-0.15103991600704475,0.06739986218997514,0.06150654628514544,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.025932788511736138,-0.009265991121071189,0.03519877963280733,-0.11460402790976207,0.15526671795251923,0.0701803802410561,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.01849427362386992,-0.009265991121071189,-0.00922828250279873,-0.17563621189058506,0.09185014565688099,0.0701021568364446,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.133201414638806,-0.009265991121071189,0.14246740575987718,0.015669473143714707,0.27345935967636803,0.06978492709211163,False,False,51753.86983704567
conditional_independence,100,3,10,1,0.016617065764196297,-0.009265991121071189,0.025883056885267486,-0.12510488460871422,0.1275264508613371,0.0693316688622903,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.07876658379766259,-0.009265991121071189,0.08803257491873379,-0.023924800349923392,0.2388584738207771,0.07167301226300281,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.032724750169593274,-0.009265991121071189,0.04199074129066446,-0.1067954289642864,0.16101641393404514,0.06766661873503098,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.17858531872421302,-0.009265991121071189,-0.16931932760314183,-0.32375128741973475,-0.06423303692262711,0.06312229963570623,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08918856661933905,-0.009265991121071189,-0.07992257549826787,-0.27030251644185216,0.028681109407926685,0.077815875894339,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08158689443087104,-0.009265991121071189,-0.07232090330979984,-0.14431158219094378,0.04323171028020522,0.050939012784276885,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.06641730328308285,-0.009265991121071189,0.07568329440415403,-0.05202797832635212,0.1636147025726128,0.05757184442898303,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.006950430866475316,-0.009265991121071189,0.016216421987546505,-0.1227478762826786,0.15419601318375,0.07324975903889053,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.08235663539390956,-0.009265991121071189,0.09162262651498074,-0.0145961722251155,0.18540223097180594,0.05628135033046525,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07112927447165356,-0.009265991121071189,-0.06186328335058237,-0.1693360831231581,0.07214600861429077,0.06567324008138943,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.09033191623219014,-0.009265991121071189,-0.08106592511111896,-0.18993373462739094,0.0066544423259576255,0.05374269892147958,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.03777921324113837,-0.009265991121071189,-0.028513222120067183,-0.14194732703153834,0.06608521741927359,0.05755280898227548,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.007383749503972717,-0.009265991121071189,0.016649740625043905,-0.11421692058821303,0.1426443427788013,0.07080463059675139,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.07469884416305589,-0.009265991121071189,-0.0654328530419847,-0.14871832806976648,0.03809766768663403,0.0498249456178837,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.06609333328062195,-0.009265991121071189,-0.05682734215955076,-0.21102589714778575,0.0553668985916118,0.06155500766393313,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.003504111983491212,-0.009265991121071189,0.012770103104562402,-0.1425236960189857,0.1749116500595994,0.08769647305043161,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08252442628804155,-0.009265991121071189,-0.07325843516697036,-0.18854812036078808,0.03263163046877979,0.056710171089407076,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.014880957740039974,-0.009265991121071189,0.024146948861111163,-0.07297982596467553,0.12868669269385213,0.05215914870939183,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.15320113198967855,-0.009265991121071189,-0.14393514086860737,-0.2690082394849872,-0.0012080142170024198,0.07208487752127714,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.24886179072807998,-0.009265991121071189,-0.2395957996070088,-0.40892455380804876,-0.16322834379966306,0.06010826224982102,False,False,51753.86983704567
conditional_independence,100,3,10,1,0.01859069965606518,-0.009265991121071189,0.02785669077713637,-0.09166496733517249,0.20434827241172693,0.07484745111013762,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.046110597711195654,-0.009265991121071189,0.05537658883226684,-0.055966774008723054,0.13325518287565713,0.050249399731207456,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.12799301988592293,-0.009265991121071189,-0.11872702876485175,-0.22863421144125298,-0.02745379868958848,0.052898991455427785,False,False,51753.86983704567
conditional_independence,100,3,10,1,-0.12304538026337783,-0.009265991121071189,-0.11377938914230665,-0.28028597161031477,0.0012611830756001433,0.07489548949896885,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.05099941835953901,-0.009265991121071189,0.060265409480610196,-0.0714016346248656,0.17146003496977638,0.06838304880081693,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.00335943247208107,-0.009265991121071189,0.00590655864899012,-0.14181711852174889,0.13349692320385811,0.07277061245940072,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.007208486480963605,-0.009265991121071189,0.016474477602034795,-0.10133494573336801,0.12784794893841148,0.05673108898083963,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.0008723553048392812,-0.009265991121071189,0.01013834642591047,-0.1018102966647833,0.1158655313005423,0.05854076688434201,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.015829857895959608,-0.009265991121071189,-0.006563866774888419,-0.12891275239345218,0.10189645806193723,0.05851319553961395,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.020393320598960478,-0.009265991121071189,-0.011127329477889289,-0.11963576317289407,0.0777364607090095,0.05537287852457807,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.055008701851659215,-0.009265991121071189,-0.045742710730588027,-0.18950097805563565,0.11132979218375327,0.07815164678620966,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.0026379299298805335,-0.009265991121071189,0.0066280611911906555,-0.14564926578929782,0.16242897201618273,0.07455134449162208,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.06763500858697856,-0.009265991121071189,0.07690099970804976,-0.053789294583169,0.20960046197497115,0.06480823828158412,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.013995416512574344,-0.009265991121071189,0.023261407633645533,-0.08052493852598883,0.14009418606382526,0.05730822597110059,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.011715261283906642,-0.009265991121071189,-0.0024492701628354534,-0.12704042786698716,0.13114657970663596,0.07165876382779574,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.08290023850276343,-0.009265991121071189,-0.07363424738169225,-0.19067170984079745,0.02105346576363685,0.056663410551282635,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.011357307637108061,-0.009265991121071189,0.02062329875817925,-0.15554024564591673,0.190403132828804,0.08876782769618272,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.05822081783809656,-0.009265991121071189,-0.04895482671702537,-0.1807192887739646,0.0717094917108005,0.06765163904974145,True,False,51753.86983704567
conditional_independence,100,3,10,1,0.005547716772855371,-0.009265991121071189,0.01481370789392656,-0.1619071700671506,0.16496551853206562,0.08458441344389442,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.011552470192925525,-0.009265991121071189,-0.002286479071854336,-0.08517334751729772,0.0716433774322912,0.04454795533107699,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.11606121347428262,-0.009265991121071189,-0.10679522235321143,-0.2650566257678758,0.02561266309265462,0.07832265108984422,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.06622475533972935,-0.009265991121071189,-0.05695876421865816,-0.2089777116056434,0.04510154395497918,0.06472261406435836,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.01934652561325347,-0.009265991121071189,-0.01008053449218228,-0.12228833669909644,0.08476736234014384,0.05470224429983441,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.008632037867815644,-0.009265991121071189,0.0006339532532555446,-0.14885564053722591,0.1338021095950449,0.07041290419429028,True,False,51753.86983704567
conditional_independence,100,3,10,1,-0.1490625244119828,-0.009265991121071189,-0.13979653329091163,-0.25388171098492224,-0.040251404216701495,0.06065202807979221,False,False,51753.86983704567
