,t,IME,IME_q0,IME_q1,IME_std,IIME,IIME_q0,IIME_q1,IIME_std,DIME,DIME_q0,DIME_q1,DIME_std,sum,mediator,imp_iter
7,7,-0.02292356186944573,-0.05212389510805611,-2.030348492594772e-05,0.014010229034244594,-0.0022755259629030256,-0.018259964611190532,0.012348673689141443,0.007142616249978206,-0.02569954973491357,-0.0730616249733911,0.010064986381720214,0.021558285919170125,-0.027975075697816595,resting_hr,4
8,8,-0.024108205700900116,-0.05705421552965741,0.0013038742301465752,0.015156409841413945,-0.009766690224498269,-0.054501045368723126,0.020831688183045552,0.019627860797930028,-0.023818666128036924,-0.06192316344384044,0.012227274462344407,0.021080454451010523,-0.03358535635253519,resting_hr,4
9,9,-0.02581378247389206,-0.0610201648068652,0.0002881415814931371,0.015779278343112574,-0.014342884100678709,-0.03171341906033244,0.010430844609380466,0.010041606516880625,-0.02682108933014086,-0.08384517190261849,0.02091607427770939,0.029437587617760972,-0.04116397343081957,resting_hr,4
10,10,-0.030047799159386268,-0.06498140058060668,-0.002799251202923238,0.016644837926098624,0.002073901167370058,-0.006805310893905773,0.019487536764357796,0.006637931222643446,-0.07446186718169842,-0.13886918133303702,-0.02837350129214565,0.030942806477180184,-0.07238796601432837,resting_hr,4
11,11,-0.03214573456421774,-0.06776592509057827,-0.003536725898401426,0.01707008863031379,-0.0038193120830985697,-0.019965430393320438,0.009119825741108875,0.008141000217028361,-0.05140371193426535,-0.10736334120665554,-0.014652437654169322,0.026662926627945307,-0.05522302401736392,resting_hr,4
12,12,-0.03391615942461301,-0.06940818865098289,-0.005156456749433595,0.017317783723038722,0.0010632215565470335,-0.015907486283159602,0.022872820786463702,0.009084813463625996,-0.056224479305903324,-0.10848348412202016,-0.015503399513890383,0.024330385193094158,-0.05516125774935629,resting_hr,4
13,13,-0.03433868940018651,-0.06836339571717087,-0.005704952583042535,0.017178624838381413,-0.003077779374897987,-0.0173939685687995,0.008453261765381583,0.007242223510663431,-0.036753799707743895,-0.08536289793981965,-0.0067885177532466855,0.019599296466558534,-0.039831579082641885,resting_hr,4
14,14,-0.034524855183632734,-0.06753682213337245,-0.0063161945669647675,0.017045719517194666,0.0022387185495477122,-0.003343873265048944,0.015011424852068187,0.004585397650015241,-0.03936989470142768,-0.09259847309625496,-0.007202836807652464,0.021823547838798408,-0.03713117615187997,resting_hr,4
15,15,-0.032942991335778715,-0.06498876847371624,-0.005052508214735944,0.01660009582243193,0.012897991004008699,-0.004153333904151285,0.03285557168938433,0.008660650373221468,-0.022113024621977055,-0.06629269073445175,-0.0011681091474449853,0.015797353530988545,-0.009215033617968356,resting_hr,4
16,16,-0.031433964480690364,-0.06270179936873774,-0.004732451943117346,0.016233956405508697,-0.005698954412242358,-0.031423237430642646,0.016115291956567683,0.011523834937722422,-0.0015905803870344135,-0.04208603428656692,0.024029924103742877,0.01640075836871774,-0.007289534799276772,resting_hr,4
17,17,-0.029994708318178877,-0.06012744982514583,-0.004096777967985999,0.015810716101582706,0.0011003792256799089,-0.006866142513348038,0.008646398990153351,0.003642076452409158,-0.006627732781163519,-0.04877169563796493,0.016904310577950814,0.015635640341687244,-0.00552735355548361,resting_hr,4
18,18,-0.02846057206698367,-0.058475883551578164,-0.003347668891753101,0.015599390189128029,0.00710235620529446,-0.0014889686319568916,0.020351647213163845,0.0052131091897684315,-0.007948475750764298,-0.04850384200757521,0.022361798716568876,0.020131335268529064,-0.0008461195454698379,resting_hr,4
19,19,-0.027694908098612903,-0.05693024032999524,-0.0031992688395477828,0.015094880037041864,0.0008407792462800628,-0.005251279023787107,0.00707333666775427,0.0032805895429209014,-0.013988071945848418,-0.03445770211996353,0.009192037237891193,0.011246607920939896,-0.013147292699568356,resting_hr,4
20,20,-0.0264932814655372,-0.05503689776744585,-0.0026415279751670915,0.014692547352377154,0.002619914731993387,-0.010069207944795598,0.018665658594089446,0.007511742319162186,-0.005080663536016546,-0.022878323588390446,0.01439892807126127,0.009632363140046108,-0.0024607488040231593,resting_hr,4
21,21,-0.025808874210409016,-0.053227318919774426,-0.0024490511005719772,0.014243571855081905,-0.010034839572055476,-0.028787160101778845,-0.00113393160304923,0.0073049587370920335,-0.0014014822806616423,-0.02000506312714809,0.021415909173421847,0.010421153170501003,-0.011436321852717118,resting_hr,4
22,22,-0.02518234822764085,-0.0515304532778703,-0.002650130962252615,0.013804745282515468,-0.0032561839814082487,-0.016423765454949734,0.014309879231996652,0.008302640451057509,-0.00814259262533303,-0.023773060619440012,0.008691163797278762,0.010197594978987805,-0.01139877660674128,resting_hr,4
23,23,-0.02439712747885137,-0.050444808227007414,-0.002767447936308442,0.013352402372288494,-0.008082691190635684,-0.02339735233920664,0.0010233842217806384,0.006393935930174297,0.0017456409339423667,-0.011582025886218449,0.02312924070133327,0.010020380181330175,-0.006337050256693317,resting_hr,4
24,24,-0.02279142643829933,-0.04844370927949222,-0.001790416954435652,0.012906657769086194,0.002945366126254735,-0.010288109412737757,0.01650787196265286,0.00708661273987023,0.012800032408694895,-0.003172223747591893,0.035884888419631715,0.010541345943270913,0.01574539853494963,resting_hr,4
25,25,-0.021137685665148263,-0.04665698509506457,-0.0006103620307457678,0.012619731854876744,0.006105694963799826,-0.009272063007603137,0.022590122657829115,0.00788953466626846,0.014100138699828648,-0.010706786184893007,0.03716030468004617,0.012521431120239259,0.020205833663628475,resting_hr,4
0,0,0.0071349949758691975,-0.0020548599255010426,0.02296715824708985,0.0066132519389650556,0.0071349949758691975,-0.0020548599255010426,0.02296715824708985,0.0066132519389650556,0.0,0.0,0.0,0.0,0.0071349949758691975,rmssd,4
1,1,0.007216597607631919,-0.0037194489116686136,0.024544468792940147,0.007458655278122115,0.00029521323170854895,-0.0086390107786221,0.01095017017380608,0.004856990588378447,0.00700298700768609,-0.0012999053000992563,0.023090961559707576,0.0065911680401410004,0.007298200239394639,rmssd,4
2,2,0.005215934788357073,-0.007791357546964673,0.02326386908179782,0.007995177431759806,-0.0006968483785872852,-0.02084807747441441,0.01591722540545918,0.008264001208241991,0.0019114575283946697,-0.00928524984173727,0.018607383663183107,0.00728577141392942,0.0012146091498073846,rmssd,4
3,3,0.0006786031990310606,-0.015995348209239334,0.019505700825523983,0.008912521721991069,-0.01511512697661632,-0.05018278006499052,0.005676288283685897,0.015051279171351057,0.0021817354076693416,-0.01513289050574902,0.016229124713290195,0.0075418395236352955,-0.012933391568946979,rmssd,4
4,4,0.0006551751361644591,-0.023169256445912924,0.021972522893862884,0.011221753779451478,0.010823240827505562,-0.05318115927371598,0.0929014088956771,0.0351165632708891,-0.010261777942807509,-0.041005419824827985,0.009991070729048271,0.01224691737449943,0.0005614628846980531,rmssd,4
5,5,0.0006730408159095104,-0.02480202951486658,0.030812313655132192,0.013723347520877319,-0.008581011362657308,-0.033053188634927406,0.03087466079312423,0.01641592788858154,0.009343380577292075,-0.05432700864522917,0.08809752691799028,0.03196241292604248,0.0007623692146347671,rmssd,4
6,6,-0.0007242139701654738,-0.029406885096988626,0.03217373696757924,0.01508460535961796,-8.639498379169085e-06,-0.009374877010690761,0.0063242385197809425,0.003442945377694444,-0.00909910318823621,-0.06342075491520098,0.05206516732585352,0.026720655819195346,-0.00910774268661538,rmssd,4
7,7,-0.0005095508994851412,-0.030945122082181777,0.03339909634973743,0.015446530713359484,0.00013175765981327347,-0.00810903560461607,0.010523426652561462,0.004331967024400473,0.0008613329354639137,-0.03777613840757337,0.0445206238242015,0.02009710316763877,0.0009930905952771872,rmssd,4
8,8,-0.0005421559728536746,-0.031932859960360924,0.033030615587195444,0.015754519088101417,-0.0025660826004194714,-0.028145049108752544,0.015341329528275984,0.01061938441032134,0.0017630860406175307,-0.03468009991888224,0.04715251256182779,0.019922402481260742,-0.0008029965598019407,rmssd,4
9,9,-0.001002083045331436,-0.03286102405704691,0.03136259747810287,0.015577737173013813,0.001354904457350988,-0.0070846643087855345,0.00825136218773847,0.0038108626734802645,-0.006496331154982276,-0.041626319068502976,0.03120099021178607,0.01730393275370996,-0.005141426697631289,rmssd,4
10,10,-0.001087402504516808,-0.03270776108861812,0.03059255972951528,0.015273248217190111,0.0001504968134613309,-0.0127838722199018,0.013724804276345749,0.006997638409800357,-0.002091093909831859,-0.034077845090359646,0.02625845281699519,0.015014540052516939,-0.0019405970963705284,rmssd,4
11,11,-0.0011193804346025782,-0.03225677908152033,0.030174253702820827,0.01481540025014526,0.0018114752536045639,-0.006357095217811522,0.00835925497805641,0.003942018613995633,-0.003282612919150613,-0.0295295314956172,0.021107991500303177,0.012627353276171547,-0.0014711376655460492,rmssd,4
12,12,-0.0007171860493897801,-0.03099076544732977,0.030227078879463957,0.014430513231227004,0.0033979061611043213,-0.011146782773341378,0.03911838758620498,0.012049379570216344,0.0007112404120594757,-0.022141781475742382,0.024797034649285555,0.012495742844400358,0.004109146573163797,rmssd,4
13,13,-0.0005709724639540904,-0.029473367719643175,0.02960389125631476,0.013991603165906514,-0.002566468454166928,-0.012193463223333702,0.0047345898149491585,0.005141642729496609,0.0038962726008768037,-0.015010237802324003,0.03879078104688711,0.01330331569254736,0.0013298041467098756,rmssd,4
14,14,-0.0006621863167808373,-0.02771974917070476,0.028789501979383996,0.013437520323458534,-0.00017230776255920896,-0.008318545557848358,0.007191790259867549,0.003407933035009963,-0.0017668724937960842,-0.01730553137862426,0.027906135263454784,0.011290000186458931,-0.001939180256355293,rmssd,4
15,15,0.0008044372724109396,-0.02392874659710823,0.02829557626575151,0.01277164207233212,0.022272790377523412,0.0022063903466307943,0.06113111328840578,0.0156109819609993,0.0005310007327641794,-0.016196054289501396,0.02264218444519692,0.009630133279844888,0.022803791110287592,rmssd,4
16,16,0.0017466347042496017,-0.02059651175403161,0.026275120511038454,0.012201301563587435,0.011637651550195064,-0.014871823093075793,0.04460446789536182,0.014697139236887759,0.0051841420634731305,-0.01748049538208335,0.047219831847948514,0.015685150108906615,0.016821793613668194,rmssd,4
17,17,0.0020196593499921933,-0.01889749598529133,0.02548585360554234,0.011807361938154131,-0.007028171607060795,-0.023668201443373147,0.013847459114308047,0.009092905978928614,0.013689249934677041,-0.011843023550523416,0.05295843306494964,0.01648311220740983,0.006661078327616247,rmssd,4
18,18,0.003016261758368956,-0.017166279459498862,0.02487153930625007,0.011299327505701486,-0.0035413560878717726,-0.021233583220732835,0.006269805438088655,0.007151676498969424,0.024496461197022448,0.002107607003810061,0.053309007649181804,0.01370073429372599,0.020955105109150676,rmssd,4
19,19,0.0030634949010316425,-0.016418806864922565,0.02384322345716204,0.010820156277775463,-0.0016083696015202495,-0.011227930439741463,0.007940221343491852,0.004385540974363375,0.005569294213142937,-0.023917277523914444,0.028509530065445255,0.01298138324001348,0.003960924611622688,rmssd,4
